Event,Site,Date,Round,White,Black,Result,FinalFEN
FICS rated standard game,FICS freechess.org,2023.01.20,?,mcstorytaller,blore,0-1,8/8/p5pk/3pp2p/7P/8/P5K1/8 w - - 0 41
FICS rated standard game,FICS freechess.org,2023.01.20,?,siebenstern,joddle,0-1,2b5/1p2qk1p/2p3pB/1p1p4/1P1Q3P/1Bp5/5PP1/4rK2 w - - 4 28
FICS rated standard game,FICS freechess.org,2023.01.20,?,Polymorphe,blore,0-1,8/8/7p/6p1/8/8/7k/5K2 w - - 4 59
FICS rated standard game,FICS freechess.org,2023.01.20,?,blore,Polymorphe,1-0,r1bk4/1p1n3R/2p5/p3B3/4N3/8/PP3PP1/2KR4 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.20,?,hastrman,Indrayoga,0-1,8/N7/8/1P3p2/5P2/P5kp/8/r5K1 w - - 1 43
FICS rated standard game,FICS freechess.org,2023.01.20,?,Slek,Indrayoga,1-0,4k3/1R5p/3p4/1p1P4/8/P3qRK1/7P/8 b - - 3 51
FICS rated standard game,FICS freechess.org,2023.01.20,?,exeComp,aRabatib,1-0,r1b1R1k1/7r/p4p1B/1p6/1Q6/1P6/P4PPP/6K1 b - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.20,?,GoldBarMM,pikozrout,1-0,2q5/6pk/2R1p3/3pNr1p/3P3P/6P1/PP2QP2/6K1 b - - 2 47
FICS rated standard game,FICS freechess.org,2023.01.20,?,Keffa,MichailovA,1-0,5r1k/2p3pp/p2pP3/1p1Q2b1/7q/N1P1R1P1/PP3P1P/R5K1 b - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.20,?,MichailovA,Keffa,0-1,r4k2/ppp2p1p/6p1/2PP4/5q2/3Q1nP1/P6P/4R1K1 w - - 1 26
FICS rated standard game,FICS freechess.org,2023.01.20,?,pikozrout,GoldBarMM,0-1,1B6/p7/1p6/1P4n1/6kp/6p1/4K3/8 w - - 2 58
FICS rated standard game,FICS freechess.org,2023.01.20,?,kunde,Slek,0-1,2kr4/pp1qbpp1/2n5/2p1p1N1/4P1p1/2PPB1n1/PPQNBRP1/R5Kr w - - 2 16
FICS rated standard game,FICS freechess.org,2023.01.20,?,GoldBarMM,pikozrout,1-0,8/7p/pR4p1/1kP5/3K4/8/8/8 b - - 2 54
FICS rated standard game,FICS freechess.org,2023.01.20,?,Slek,kunde,1-0,r2r1kn1/1b2qpp1/2p1p1N1/pp4P1/3P4/2PQP3/P1B4P/R4RK1 b - - 2 21
FICS rated standard game,FICS freechess.org,2023.01.20,?,kunde,Slek,1-0,8/1pp3pk/1p2Q2p/N7/4PP2/5r2/PPPq1RKP/5R2 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.20,?,Slek,kunde,1/2-1/2,8/8/8/5pp1/3r1k1p/R4P1P/5PK1/8 b - - 3 51
FICS rated standard game,FICS freechess.org,2023.01.20,?,dapuntos,Slek,1-0,r1n4r/1bp3k1/p2p2p1/1p1P3p/3QP2P/2N5/PPP5/1K3R2 b - - 3 28
FICS rated standard game,FICS freechess.org,2023.01.20,?,exeComp,Ruvarashe,1-0,rn1qkb1r/p4ppp/Bp2p3/2ppP3/3P4/2P5/PP1QNPPP/R3K1NR b KQkq - 0 10
FICS rated standard game,FICS freechess.org,2023.01.20,?,SEPry,konozrout,0-1,2r3k1/1pr2ppp/4p3/8/1P2n3/P2RP2P/4B1q1/3KQ1R1 w - - 5 29
FICS rated standard game,FICS freechess.org,2023.01.20,?,Ruvarashe,exeComp,0-1,r6r/1b1pkpp1/p7/3p4/1p1N3p/3PP2P/PP3PP1/R1R3K1 w - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.20,?,exeComp,Ruvarashe,1-0,r4rk1/pb2p3/1p1bq1p1/P4p1p/2P1p3/1P4P1/R2BPPBP/2QR2K1 w - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.20,?,Ruvarashe,exeComp,0-1,rnbqk1nr/pppp1ppp/8/4p3/1bP5/8/P2PPPPP/RNBQKBNR w KQkq - 0 3
FICS rated standard game,FICS freechess.org,2023.01.20,?,HappyPawns,kamenozrout,1-0,2k1b2R/pp6/3pN3/b2N4/6B1/2r1P3/P1P3P1/2K5 b - - 0 40
FICS rated standard game,FICS freechess.org,2023.01.20,?,blore,Slek,1-0,8/R2Q4/2q3pk/5p2/2P1p3/4RnP1/2P3KP/8 b - - 5 47
FICS rated standard game,FICS freechess.org,2023.01.19,?,Achonk,hastrman,0-1,5r1k/1pp3pp/1p6/8/1P6/2N3N1/2qr1P2/2K4R w - - 4 39
FICS rated standard game,FICS freechess.org,2023.01.19,?,Notarious,ArasanX,1/2-1/2,8/r1b3pk/2R3Qp/4NP2/p2p4/P2P2P1/r2q3P/5R1K b - - 10 37
FICS rated standard game,FICS freechess.org,2023.01.19,?,exeComp,Sunilsingale,1-0,rnbqkbnr/p1pp1p1p/1p2p1p1/8/4P3/3P2P1/PPP2P1P/RNBQKBNR w KQkq - 0 4
FICS rated standard game,FICS freechess.org,2023.01.19,?,ArasanX,Notarious,1/2-1/2,5R2/5p1k/7P/4K1P1/8/8/8/5r2 b - - 14 59
FICS rated standard game,FICS freechess.org,2023.01.19,?,Notarious,ArasanX,1-0,8/8/2n5/pR1pkpp1/PP6/8/5K1P/8 b - - 0 48
FICS rated standard game,FICS freechess.org,2023.01.19,?,family,GriffyJr,0-1,8/7p/3R4/p3B3/3pkP2/2pr4/8/2K5 w - - 4 86
FICS rated standard game,FICS freechess.org,2023.01.19,?,SRCorney,blore,1/2-1/2,8/8/4p3/8/8/8/3K4/k7 b - - 0 86
FICS unrated standard game,FICS freechess.org,2023.01.19,?,GMDGukesh,GMRapport,1/2-1/2,5k2/5p1p/7r/4R1p1/4P3/4PP2/8/5K2 b - - 0 47
FICS unrated standard game,FICS freechess.org,2023.01.19,?,GMPMaghsoodloo,GMVanForeest,1-0,8/6pk/5nb1/3B2Q1/6Pp/2P2K1P/1r6/8 b - - 3 45
FICS unrated standard game,FICS freechess.org,2023.01.19,?,GMAronian,GMVincentKeymer,1-0,2b3B1/4k3/3p1b2/3P1P2/1pP1N1K1/1P6/8/8 b - - 8 79
FICS unrated standard game,FICS freechess.org,2023.01.19,?,GMArjunErigaisi,GMDing,1/2-1/2,3B2k1/1R3r2/5qp1/3Q1r1p/p1P3n1/8/P4bP1/1R5K w - - 12 38
FICS unrated standard game,FICS freechess.org,2023.01.19,?,GMCaruana,GMSo,1/2-1/2,4k3/2pr1p1R/p1pbr1p1/2B3P1/1P2P3/P7/2K5/5R2 w - - 9 42
FICS unrated standard game,FICS freechess.org,2023.01.19,?,GMRPraggnanandhaa,GMGiri,1/2-1/2,8/8/P2R4/8/4k1p1/3p2P1/5PK1/r7 b - - 4 47
FICS unrated standard game,FICS freechess.org,2023.01.19,?,GMCarlsen,GMNAbdusattorov,0-1,7Q/8/8/8/8/6K1/1p1q4/3k4 w - - 0 61
FICS rated standard game,FICS freechess.org,2023.01.19,?,blore,SRCorney,1-0,8/1p6/p1p2p1p/4q3/2P2p1k/7Q/6RK/8 b - - 1 60
FICS rated standard game,FICS freechess.org,2023.01.19,?,dmgrant,rodnojo,1-0,3r4/1p1bqp2/2pp1k1Q/p1nPp1p1/2P1P3/2N2PN1/PP4P1/2K4R b - - 1 26
FICS rated standard game,FICS freechess.org,2023.01.19,?,SRCorney,blore,0-1,r2k4/1p6/4p3/3P4/3P1P2/bP1NPQ2/p6r/K5q1 w - - 1 33
FICS rated standard game,FICS freechess.org,2023.01.19,?,playoften,blore,0-1,8/5pk1/p5P1/8/1p1r2r1/1PK5/P1P3R1/7R w - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.19,?,blore,SRCorney,1-0,1r3k2/R3Q3/4bp2/7P/8/P1q2P2/1PP5/1K6 b - - 0 40
FICS rated standard game,FICS freechess.org,2023.01.19,?,ArasanX,Notarious,1/2-1/2,8/1p1Q1k2/2p2p2/p2P2n1/3P1qP1/8/P7/3BK3 b - - 9 50
FICS rated standard game,FICS freechess.org,2023.01.19,?,Speyside,mlaren,1-0,8/8/4k2p/8/pB3p2/5PP1/7P/7K b - - 0 49
FICS rated standard game,FICS freechess.org,2023.01.19,?,pikozrout,Notarious,0-1,8/2p2k2/3p2p1/3n1p1p/1p2p2N/1Pb1R3/5PPP/r3BK2 w - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.19,?,mcstorytaller,blore,1/2-1/2,8/1pk5/p1pp2p1/2PP1p1p/1P1K1P1P/P5P1/8/8 b - - 10 42
FICS rated standard game,FICS freechess.org,2023.01.19,?,kunde,EricAnn,0-1,6k1/pp6/8/3q3P/3pN1p1/3PnrK1/1P1Q4/6R1 w - - 0 34
FICS rated standard game,FICS freechess.org,2023.01.19,?,HappyPawns,ArasanX,0-1,8/8/8/8/7r/4p2K/4kq2/8 w - - 4 85
FICS rated standard game,FICS freechess.org,2023.01.19,?,EricAnn,kunde,1-0,3k4/1B3p2/4p1pp/pp2P3/5P2/2P3P1/P4P1P/6K1 b - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.19,?,blore,kunde,1-0,5r2/8/3bk1p1/R1B1p3/2K3P1/1P3P2/2P5/8 w - - 1 33
FICS rated standard game,FICS freechess.org,2023.01.19,?,pikozrout,GoldBarMM,0-1,N7/1R6/5k1p/8/8/2r3P1/p1n2P1P/6K1 w - - 9 43
FICS rated standard game,FICS freechess.org,2023.01.19,?,ArasanX,HappyPawns,1-0,7R/1P3B1k/8/1P2B2p/5pp1/8/5p1P/5K2 b - - 1 51
FICS rated standard game,FICS freechess.org,2023.01.19,?,exeComp,Ruvarashe,1-0,rn1qr1k1/1bp1bppp/pp1p1n2/3P1NB1/8/2NB4/PPP2PPP/R2Q1RK1 b - - 3 11
FICS rated standard game,FICS freechess.org,2023.01.19,?,Ruvarashe,exeComp,0-1,2r3k1/1p2ppbp/6p1/1q1n4/3P4/1B2P3/5PPP/BQ3RK1 w - - 2 23
FICS rated standard game,FICS freechess.org,2023.01.19,?,GoldBarMM,pikozrout,1-0,3rR3/p1kP1P2/b7/r3P3/P4p1p/1P3B2/5K1P/8 b - - 2 37
FICS rated standard game,FICS freechess.org,2023.01.19,?,pingupenguin,blore,0-1,3R4/5pkp/3R2p1/2P5/1P6/7P/2r5/4r2K w - - 4 45
FICS rated standard game,FICS freechess.org,2023.01.19,?,exeComp,Ruvarashe,1-0,rnr1n1k1/3q1ppp/1p2p3/3pP1b1/pP1P1NQ1/P3R1NP/5PP1/R1B3K1 b - - 2 20
FICS rated standard game,FICS freechess.org,2023.01.19,?,GriffyJr,HappyPawns,0-1,r5k1/1b1n2pN/ppq4p/8/P1Pp2P1/5r2/1B5P/R4RK1 w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.19,?,Ruvarashe,exeComp,0-1,2rq3k/1p4pp/p3b2n/P2n4/1bNPpr2/8/1BQNBPPP/R4RK1 w - - 4 21
FICS rated standard game,FICS freechess.org,2023.01.19,?,hastrman,Achonk,1-0,8/4k3/3p3p/3B3P/P7/2bK4/8/8 b - - 8 46
FICS rated standard game,FICS freechess.org,2023.01.19,?,konozrout,SEPry,0-1,R7/3k4/3p4/8/6PP/8/1q4PK/q7 w - - 0 52
FICS rated standard game,FICS freechess.org,2023.01.19,?,konozrout,SEPry,0-1,1R6/6pp/5p2/4p3/4P1P1/2p2Pk1/3r2r1/2N2K2 w - - 3 56
FICS rated standard game,FICS freechess.org,2023.01.19,?,foggydew,HappyPawns,0-1,6k1/4r2p/5pp1/pp1pr3/3n3P/1PqB1P2/2Pb1PK1/R2Q1R2 w - - 1 48
FICS rated standard game,FICS freechess.org,2023.01.19,?,exeComp,GonzalesZS,1-0,r1b3r1/pp2k1p1/4n2p/3QPN2/5P2/8/1PP1B1PP/q1B2RK1 b - - 0 18
FICS rated standard game,FICS freechess.org,2023.01.19,?,Slek,Betin,1-0,7r/p1Q3pp/3pk3/3P4/4p3/4N3/PPP2q2/2KR4 b - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.19,?,GonzalesZS,exeComp,0-1,1r4k1/1q1pbppp/4p3/r7/p4PP1/2P4P/KBP1Q3/6R1 w - - 2 29
FICS rated standard game,FICS freechess.org,2023.01.19,?,CarbonSixty,pikozrout,0-1,k6r/pp1Q2bp/8/2pB4/4bP2/2P5/Pq1r3P/5R1K w - - 3 24
FICS rated standard game,FICS freechess.org,2023.01.19,?,Betin,Slek,0-1,6k1/ppp2pP1/8/3Pr3/1PP1b2q/P4Q1B/4P3/5R1K w - - 1 35
FICS rated standard game,FICS freechess.org,2023.01.19,?,konozrout,GonzalesZS,1-0,1k1rR3/pp3B2/8/2p1P2p/4p1pP/4P3/PPP2PP1/6K1 b - - 1 29
FICS rated standard game,FICS freechess.org,2023.01.19,?,GonzalesZS,konozrout,0-1,5k1r/6pp/p1p2p2/2q1p1P1/p3Qb1P/5R2/3n3r/1R3K2 w - - 7 35
FICS rated standard game,FICS freechess.org,2023.01.19,?,exeComp,Indrayoga,1-0,r2q1rk1/2pp1ppp/bpnb1n2/p3p3/2P5/P1N1P1P1/1P1PNPBP/R1BQK2R w KQ - 2 10
FICS rated standard game,FICS freechess.org,2023.01.19,?,konozrout,GonzalesZS,1-0,r2qr1k1/p1R2Qbp/3Pp1p1/3pP3/2nP4/4BB2/P4PPP/3R2K1 b - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.19,?,GonzalesZS,konozrout,0-1,r4r1k/pp1b3p/1npB1p2/8/4P3/1B1P1n1P/PKP5/8 w - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.19,?,konozrout,GonzalesZS,1-0,5r1k/5Qpp/8/2p5/6p1/5NP1/PPq3B1/R1B1R1K1 b - - 2 22
FICS rated standard game,FICS freechess.org,2023.01.19,?,Slek,Betin,1-0,2r2r1k/pp2b1p1/2np2qp/3Npp2/1PP5/P2P2P1/4PPBP/R2Q1RK1 w - - 3 17
FICS rated standard game,FICS freechess.org,2023.01.19,?,GonzalesZS,konozrout,0-1,r5k1/ppp5/3q2rQ/8/4pn1P/5P2/PPP5/2K1R3 w - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.19,?,konozrout,GonzalesZS,1-0,8/7k/8/3PBQpq/PPP2P1p/7R/6P1/R5K1 b - - 0 37
FICS rated standard game,FICS freechess.org,2023.01.19,?,GriffyJr,HappyPawns,0-1,6k1/p5pp/1p6/3p4/2p2q2/Pn1KQ3/1P2P2P/2R5 w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.19,?,konozrout,GonzalesZS,1-0,1r1k1b1r/2pnnppp/p2p2q1/1p1B1PB1/4P2P/2N5/PPP2P2/R2QK2R b KQ - 0 15
FICS rated standard game,FICS freechess.org,2023.01.19,?,GonzalesZS,konozrout,0-1,2r2rk1/pp1b1ppp/3b4/8/PPp4P/2PnPq2/2QB4/R2K3R w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.18,?,exeComp,ArasanX,1/2-1/2,8/8/p7/P7/8/8/1k6/1b1K4 w - - 100 110
FICS rated standard game,FICS freechess.org,2023.01.18,?,ArasanX,exeComp,1/2-1/2,8/r7/8/8/8/5k2/1R6/1K6 w - - 100 153
FICS rated standard game,FICS freechess.org,2023.01.18,?,Aromas,konozrout,0-1,r1bq1rk1/ppp3pp/2np4/5p2/1PPPp2b/P1N1n2N/1B2BPPP/R2QK2R w KQ - 0 12
FICS rated standard game,FICS freechess.org,2023.01.18,?,Aromas,konozrout,0-1,5r2/pp1n4/2pk4/3B2Q1/1q6/8/5PP1/4R1K1 b - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.18,?,Aromas,konozrout,0-1,r1b1k2r/p4ppp/2p1p3/3pP3/8/2NB2n1/PPP4q/R1BQRK2 w kq - 0 14
FICS rated standard game,FICS freechess.org,2023.01.18,?,Aromas,IFDThor,1-0,4k1bQ/3rb3/3q2P1/p7/4R3/7P/P5P1/4R2K b - - 4 45
FICS rated standard game,FICS freechess.org,2023.01.18,?,Aromas,IFDThor,1-0,r3kb1r/ppp1p2p/4qpp1/3PP3/P3B3/2P2N2/2Q2PPP/1RR3K1 b k - 0 19
FICS rated standard game,FICS freechess.org,2023.01.18,?,family,GriffyJr,0-1,5Bk1/p4ppp/8/6n1/P2q4/6PK/r6P/4R3 w - - 2 31
FICS rated standard game,FICS freechess.org,2023.01.18,?,Notarious,pikozrout,1-0,2k5/7R/2p5/2N4p/1P1p3P/3P4/2r3P1/6K1 b - - 1 35
FICS rated standard game,FICS freechess.org,2023.01.18,?,exeComp,ArasanX,1/2-1/2,8/8/8/5p1P/8/6k1/4K3/8 b - - 8 67
FICS rated standard game,FICS freechess.org,2023.01.18,?,blore,nraravind,0-1,6k1/3R4/4pp2/4p1p1/4P2p/4n3/1K3n2/8 w - - 0 40
FICS unrated standard game,FICS freechess.org,2023.01.18,?,IMRVaishali,GMAdhiban,1/2-1/2,3b4/1r3k2/p1rpp1p1/R6p/1pP1KP2/1P2B1P1/P2R3P/8 b - - 9 37
FICS unrated standard game,FICS freechess.org,2023.01.18,?,IMThomasBeerdsen,ElineRoebers,1-0,1Q6/p1p1kp2/3q1b2/2B1p3/8/8/PP3r1P/K2R4 b - - 0 33
FICS unrated standard game,FICS freechess.org,2023.01.18,?,GMMaxWarmerdam,GMAbhimanyuMishra,1/2-1/2,7k/p2Rb2p/1p2qpp1/1P2p3/1P4P1/2N1PP2/1Q4P1/6K1 b - - 0 35
FICS unrated standard game,FICS freechess.org,2023.01.18,?,GMJSindarov,GMJergusPechac,1-0,8/8/5k2/P5RK/5P1p/R7/6P1/6rr b - - 9 53
FICS unrated standard game,FICS freechess.org,2023.01.18,?,GMLami,GMVelimirIvic,1/2-1/2,8/5pk1/4p1p1/8/4nPB1/2r3P1/6KP/4R3 b - - 1 39
FICS unrated standard game,FICS freechess.org,2023.01.18,?,GMDonchenko,GMLuisPauloSupi,1/2-1/2,6k1/p4pp1/4p2p/2p5/8/4PP2/PP1r2PP/5RK1 w - - 9 26
FICS unrated standard game,FICS freechess.org,2023.01.18,?,GMMAminTabatabaei,GMYilmaz,0-1,8/pp3k1p/1b6/3r4/1P1qKN2/PQ4P1/8/8 w - - 4 50
FICS rated standard game,FICS freechess.org,2023.01.18,?,rodnojo,kunde,0-1,8/8/5B2/3k3K/3p4/4b2P/p7/8 w - - 0 74
FICS rated standard game,FICS freechess.org,2023.01.18,?,pikozrout,GoldBarMM,0-1,r2r2k1/p4ppp/1p6/2p4R/8/2b1BP2/P3b1PP/1R4K1 w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.18,?,GoldBarMM,pikozrout,1-0,r2k4/1R6/1p6/p2p2R1/3B4/8/N1P5/K7 b - - 0 35
FICS rated standard game,FICS freechess.org,2023.01.18,?,pikozrout,GoldBarMM,0-1,6k1/6p1/7p/pp3p2/2p5/5PPP/P7/4rNK1 w - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.18,?,rodnojo,blore,0-1,5r2/3Bk2p/1p2P1p1/p7/2R2P2/4n3/P5K1/8 w - - 2 50
FICS rated standard game,FICS freechess.org,2023.01.18,?,GoldBarMM,pikozrout,1-0,8/4kP2/8/3p2K1/Rb1Bb3/4P3/7P/8 b - - 6 62
FICS rated standard game,FICS freechess.org,2023.01.18,?,Polymorphe,blore,0-1,8/8/1p5p/1Pr1n3/1KP5/4kp1P/8/1B6 w - - 0 49
FICS rated standard game,FICS freechess.org,2023.01.18,?,Qiyas,MichaelOgbeide,1-0,r7/1p1b1kp1/p1n1p1p1/4q1p1/4N3/3B1rP1/PPP3Q1/2K4R b - - 4 25
FICS rated standard game,FICS freechess.org,2023.01.18,?,Aromas,Slek,1-0,8/6p1/4k3/8/2R2P1P/3p4/1P3K1P/8 b - - 0 48
FICS rated standard game,FICS freechess.org,2023.01.18,?,blore,Polymorphe,0-1,2kr3r/1pp1bppp/p7/2p1P3/2N5/2Pb1N1P/PP2RPP1/2R3K1 w - - 1 19
FICS rated standard game,FICS freechess.org,2023.01.18,?,leibek,YurijNone,0-1,2k4r/pppbb3/8/1P2p3/2P2pP1/P2PqBK1/6P1/R2Q1R2 w - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.18,?,MichaelOgbeide,Qiyas,0-1,r1b1k1r1/p2n1p2/4p2p/4P3/2QP3n/5P2/4B2P/q3NK1R w q - 0 21
FICS rated standard game,FICS freechess.org,2023.01.18,?,Slek,Aromas,1-0,4q2k/1pp1b3/p2pp3/4P3/4P1Qp/3P2N1/PP3PK1/R6R b - - 0 31
FICS rated standard game,FICS freechess.org,2023.01.18,?,Polymorphe,blore,1-0,r1b4r/pppp1pkp/2nb1B2/1N6/1q6/2NB2P1/PPP2P1P/R2QR1K1 b - - 0 14
FICS rated standard game,FICS freechess.org,2023.01.18,?,SEPry,konozrout,1-0,8/2k4p/5pp1/8/4K1PP/8/5P2/3R4 b - - 4 46
FICS rated standard game,FICS freechess.org,2023.01.18,?,HappyPawns,Notarious,0-1,4qK2/p7/P5qp/2k5/3p2P1/8/8/8 w - - 6 66
FICS rated standard game,FICS freechess.org,2023.01.18,?,blore,Polymorphe,1-0,8/8/n1k4R/8/3P4/P1K3B1/1N5P/8 b - - 2 46
FICS rated standard game,FICS freechess.org,2023.01.18,?,konozrout,SEPry,1-0,5k2/1R6/8/8/3P1PP1/1K2P3/r7/8 b - - 0 77
FICS rated standard game,FICS freechess.org,2023.01.18,?,exeComp,Ruvarashe,1-0,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3
FICS rated standard game,FICS freechess.org,2023.01.18,?,Ruvarashe,exeComp,0-1,r2q1rk1/1p1n1ppp/2p2n2/p5Bb/Pb1P4/1BN2N1P/1PP1Q1P1/4RRK1 w - - 1 18
FICS rated standard game,FICS freechess.org,2023.01.18,?,Notarious,HappyPawns,1-0,6Q1/ppr2k2/3p4/3Np3/4P3/1P6/PP6/1K4R1 b - - 3 40
FICS rated standard game,FICS freechess.org,2023.01.18,?,exeComp,Ruvarashe,1-0,2kr1b1r/1bqn1pp1/2n1p2p/pp1pP2P/2pP1N1N/2P1B1R1/PPB2PP1/R2Q1K2 b - - 1 18
FICS rated standard game,FICS freechess.org,2023.01.18,?,Ruvarashe,exeComp,0-1,3r1rk1/ppq2nbp/2pp1np1/8/1PP1PP2/2N1B2P/P5B1/1R1QR1K1 b - - 0 19
FICS rated standard game,FICS freechess.org,2023.01.18,?,exeComp,Ruvarashe,1-0,1k5r/p2qb1p1/1pr1p3/3pPpNP/2nP1P2/PbN3QR/1P4P1/2B1R1K1 b - - 12 34
FICS rated standard game,FICS freechess.org,2023.01.18,?,Slek,kunde,1-0,8/6P1/3k2K1/6R1/8/8/5r2/8 b - - 8 65
FICS rated standard game,FICS freechess.org,2023.01.18,?,kunde,Slek,1/2-1/2,8/8/4pkp1/7p/5P1P/3B1P1K/3b4/8 w - - 7 60
FICS rated standard game,FICS freechess.org,2023.01.18,?,Slek,rodnojo,0-1,6k1/6P1/p1p1p3/2P1r2p/8/2p1B3/P4QPP/3q2K1 w - - 4 39
FICS rated standard game,FICS freechess.org,2023.01.18,?,damouno,blore,1-0,2brr1k1/pp1n1p1p/2pRp1pn/2P1P3/4BPP1/PP3N1P/2Q5/R5K1 b - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.18,?,Speyside,HappyPawns,0-1,6k1/p4p1p/1p3Pn1/8/7P/PP3B2/3q4/1Kr5 w - - 2 47
FICS rated standard game,FICS freechess.org,2023.01.18,?,HappyPawns,GriffyJr,1-0,2r4k/3R4/p5R1/P5Kp/8/8/7P/8 b - - 0 50
FICS rated standard game,FICS freechess.org,2023.01.18,?,txbeda,JaiMan,1-0,r4r2/pp2qp1k/2p2b2/3pn3/4N3/1B2P1Q1/PPP3P1/2K4R b - - 1 22
FICS rated standard game,FICS freechess.org,2023.01.18,?,Qiyas,lutidol,0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1
FICS rated standard game,FICS freechess.org,2023.01.17,?,blore,damouno,1-0,r1b2k2/pp6/3bq2p/2pp1p2/4n1Q1/1NP1P1P1/PP4BP/R1B2RK1 b - - 0 19
FICS rated standard game,FICS freechess.org,2023.01.17,?,guarionex,blore,0-1,8/8/8/6p1/3p2P1/4k3/6K1/8 w - - 0 71
FICS rated standard game,FICS freechess.org,2023.01.17,?,blore,Aromas,0-1,8/p1p1Npp1/1pP5/2k5/8/2q5/P1P4p/1K6 w - - 0 34
FICS rated standard game,FICS freechess.org,2023.01.17,?,Aromas,IFDThor,0-1,r2qk2r/ppp2ppp/2nb1n2/3p4/3P4/P1NbPN2/1P1B1PPP/R2QK2R w KQkq - 0 10
FICS rated standard game,FICS freechess.org,2023.01.17,?,Aromas,IFDThor,1-0,r2qrk2/2pb1Q2/pp2p1B1/1n2P1P1/3P3P/b1P5/3B1P2/R3K1R1 b Q - 0 28
FICS rated standard game,FICS freechess.org,2023.01.17,?,Aromas,IFDThor,0-1,8/n2k4/R2Pp3/2b1Pp2/2P2Bp1/6P1/6KP/6r1 w - - 7 43
FICS rated standard game,FICS freechess.org,2023.01.17,?,Aromas,IFDThor,0-1,2k2r1r/p2b4/Ppp5/2p1p3/4R3/3P2N1/2P2PQ1/q5K1 w - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.17,?,Aromas,IFDThor,0-1,6k1/p1p3p1/4b1B1/2P4r/2K4R/P7/8/8 w - - 3 33
FICS rated standard game,FICS freechess.org,2023.01.17,?,Aromas,IFDThor,1/2-1/2,8/1bK5/8/8/5k2/8/8/8 w - - 0 62
FICS rated standard game,FICS freechess.org,2023.01.17,?,Aromas,IFDThor,0-1,6k1/pp2bppp/8/2PNp3/1Q2P3/5r1b/P4BqP/3R3K w - - 2 31
FICS rated standard game,FICS freechess.org,2023.01.17,?,VictoriaBot,GaiusGracchus,0-1,4rbk1/5pp1/4p1p1/6Pn/3qP1QP/2r5/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.17,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.17,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/1R1r2p1/p3p1p1/4q1Pn/P3P1QP/2p5/5PK1/8 w - - 0 41
FICS rated standard game,FICS freechess.org,2023.01.17,?,GriffyJr,family,1/2-1/2,4r1k1/p4p2/2Q3p1/8/P7/8/6PP/4qRKR b - - 9 35
FICS rated standard game,FICS freechess.org,2023.01.17,?,GoldBarMM,pikozrout,1-0,6r1/pp4k1/2p2RpR/q1N3P1/2pP4/2P5/P3Q1K1/8 b - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.17,?,pikozrout,GoldBarMM,0-1,3R4/6pk/4p3/1p5p/5P2/1PP2KP1/1P1pR2q/5r2 w - - 4 39
FICS unrated standard game,FICS freechess.org,2023.01.17,?,GMVanForeest,GMDGukesh,1/2-1/2,3k4/1p6/p3pb2/2nq1pp1/8/P4P2/1PP1B1P1/1KB1Q3 w - - 2 33
FICS unrated standard game,FICS freechess.org,2023.01.17,?,GMVincentKeymer,GMArjunErigaisi,1/2-1/2,8/6pk/4pp1p/8/3P4/R2nP2P/6PK/2r5 w - - 0 46
FICS unrated standard game,FICS freechess.org,2023.01.17,?,GMSo,GMAronian,1/2-1/2,1b6/4k3/B6p/p5pP/P4pP1/5K2/8/8 b - - 1 46
FICS unrated standard game,FICS freechess.org,2023.01.17,?,GMRapport,GMCaruana,1/2-1/2,8/2pk1p2/pp1n4/8/3P4/2R1KP2/PP2N3/3r4 b - - 10 36
