Event,Site,Date,Round,White,Black,Result,FinalFEN
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,pikozrout,0-1,5rk1/1b5p/2p5/1pPp2p1/1P1P1P2/pKB1PR2/P4N2/5r2 w - - 0 46
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,0-1,8/5pkp/6p1/p3b3/R7/1P5P/P6q/1R5K w - - 2 38
FICS rated standard game,FICS freechess.org,2023.01.08,?,Notarious,exeComp,1/2-1/2,8/8/8/8/1k6/1p6/1K6/8 w - - 40 102
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,hastrman,0-1,8/6k1/p4r1p/1p4K1/6P1/7r/8/8 w - - 0 56
FICS rated standard game,FICS freechess.org,2023.01.08,?,Betin,StickyPawn,0-1,3q2k1/5pb1/p2n1ppp/8/PQpN4/4P3/5PPP/6K1 w - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,nthmaster,1/2-1/2,8/8/7k/7p/1r6/R6K/8/8 b - - 53 131
FICS rated standard game,FICS freechess.org,2023.01.08,?,StickyPawn,Betin,1-0,r3b2k/pR5p/2p3pB/3pnpQ1/8/3q1B1P/PP3PP1/6K1 b - - 1 22
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,1-0,3B4/5R1p/6pk/8/8/8/Pb2B1PP/7K b - - 0 36
FICS rated standard game,FICS freechess.org,2023.01.08,?,damouno,mcstorytaller,1-0,3Q4/5pk1/pp4p1/2p1Q2n/P1P5/5b2/5qBK/8 b - - 1 55
FICS rated standard game,FICS freechess.org,2023.01.08,?,Betin,StickyPawn,0-1,8/p7/1p6/1Pp2p1p/P1P2P2/7k/5K2/8 b - - 2 35
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,pikozrout,0-1,r1bqk2r/p2p1ppp/2p1p3/2b5/2P3n1/1P4P1/P3PPBP/RNBQK2R w KQkq - 3 9
FICS rated standard game,FICS freechess.org,2023.01.08,?,StickyPawn,Betin,0-1,8/1p6/p1p5/P2p4/1P1P4/2P3R1/5p2/3K1kr1 w - - 22 58
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,nthmaster,1-0,r3b1k1/p1p2p2/2p1r1pq/2B1P1Rp/2p2P2/2Q5/PP4PP/3R2K1 b - - 3 22
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,pikozrout,0-1,8/b7/Pp6/1P2k3/4B3/2p4K/5P1p/8 w - - 2 55
FICS rated standard game,FICS freechess.org,2023.01.08,?,mcstorytaller,damouno,1/2-1/2,6Q1/8/8/5Q2/2K4k/8/8/8 b - - 0 74
FICS rated standard game,FICS freechess.org,2023.01.08,?,exeComp,AlexShirovChess,1-0,r4rk1/3b1p2/p1pbq1p1/1p1n2Bp/3PN3/2PQ2P1/PPB2P1P/R3R1K1 b - - 3 21
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,nthmaster,1-0,5n2/p3k1p1/4p3/p1p3rp/R5PP/3B1P2/PPP5/2K5 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.08,?,damouno,mcstorytaller,1-0,2Q1k3/3R4/K7/8/8/8/8/8 b - - 10 125
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,pikozrout,0-1,r1br2k1/pp3pbp/6p1/n1R5/3Np3/4B3/P4PPP/1K3B1R w - - 0 18
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,nthmaster,1-0,r2k3r/1pp2p2/p1npbN1p/2b1p1nP/2B1P1p1/3P2B1/PPP1NPP1/2KR3R b - - 5 15
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,pikozrout,0-1,5rk1/pp3p2/7p/2qprbp1/4n3/2NBP3/2Q2PPP/2R2RK1 w - - 0 20
FICS rated standard game,FICS freechess.org,2023.01.08,?,MFajri,Notarious,0-1,r2qkbnr/1pp3pp/p1np4/4p3/B7/2Pb1N2/PP1P1PPP/RNBQ1RK1 w kq - 2 8
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,nthmaster,1/2-1/2,8/8/K7/8/8/8/5Bk1/8 b - - 0 56
FICS rated standard game,FICS freechess.org,2023.01.08,?,Notarious,exeComp,1-0,8/8/1kP1K3/3B4/8/8/8/8 w - - 3 147
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,pikozrout,0-1,3r1rk1/pp3pp1/4b2p/2q5/8/1N4PP/QP2PRB1/6K1 w - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,nthmaster,1-0,1Q5k/B1P3r1/8/2b1p2p/4npbq/8/PPR3PP/2R2B1K b - - 2 34
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,1-0,2r1r2k/R5Qp/8/1p4P1/4P2P/1B1Pq3/1PP2R2/5K2 b - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,Betin,StickyPawn,0-1,6K1/8/1k5q/8/8/8/8/8 w - - 0 56
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,pikozrout,0-1,1r3rk1/p2n1ppp/1q1bpn2/8/b1BP4/P4N2/1BRN1PPP/Q4RK1 w - - 3 19
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,nthmaster,1-0,8/pp2k1b1/2p3Br/8/3Pp2p/4P3/PPPK3P/6R1 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.08,?,exeComp,Notarious,1/2-1/2,5k2/5P2/R4K2/8/8/8/8/8 b - - 0 113
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,konozrout,0-1,6k1/8/8/2r5/b4pB1/6PP/3N3K/8 w - - 1 49
FICS rated standard game,FICS freechess.org,2023.01.08,?,MichailovA,Betin,1-0,6qk/pp4r1/2p1Q1p1/3p4/3P4/8/PPP4P/4RB1K b - - 0 32
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,nthmaster,1-0,8/p4kp1/6R1/5P2/P7/8/1rr3PP/3R2K1 b - - 4 33
FICS rated standard game,FICS freechess.org,2023.01.08,?,Notarious,exeComp,1/2-1/2,2Q5/2kb4/2pq1p2/1p2pP2/1P2P3/K1P5/2B5/8 b - - 100 130
FICS rated standard game,FICS freechess.org,2023.01.08,?,GriffyJr,family,1-0,2R1kb2/8/8/2BQ4/6r1/8/1P4PP/6K1 b - - 6 39
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,konozrout,1/2-1/2,8/3K1k2/8/5P2/8/8/8/8 w - - 2 73
FICS rated standard game,FICS freechess.org,2023.01.08,?,rodnojo,DideIlvanWillem,1-0,2K5/8/8/8/6p1/6k1/8/6R1 b - - 6 67
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,nthmaster,1-0,8/8/p2qp1k1/3p1p2/3Q1Pp1/4p1P1/PP4B1/6K1 b - - 3 49
FICS unrated standard game,FICS freechess.org,2023.01.08,?,geolas,isemeria,0-1,8/8/7p/6pB/3b4/p1k1pP1P/8/3K4 b - - 1 60
FICS rated standard game,FICS freechess.org,2023.01.08,?,nthmaster,konozrout,0-1,8/4b2p/2p5/p1Pk1p2/3BpP2/2P5/P4K1P/8 w - - 0 39
FICS rated standard game,FICS freechess.org,2023.01.08,?,leibek,damouno,1-0,6R1/2n1r3/5k1p/5Q1P/4B3/5PK1/8/8 b - - 4 80
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,madridmadrid,1-0,3r3k/7p/5Qp1/8/1PBN1P2/4q3/P1K4n/2R5 b - - 2 36
FICS rated standard game,FICS freechess.org,2023.01.08,?,mcstorytaller,damouno,1/2-1/2,R2n4/5pk1/3p3r/3Bp3/2P1Pp2/5P2/6Pr/1q2QKR1 b - - 25 50
FICS rated standard game,FICS freechess.org,2023.01.08,?,damouno,mcstorytaller,1-0,8/8/5N2/2k2P2/5K2/7Q/8/8 b - - 0 68
FICS rated standard game,FICS freechess.org,2023.01.08,?,mcstorytaller,damouno,0-1,8/6r1/1R6/8/8/1p6/pk1K4/8 w - - 0 81
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,GoldBarMM,0-1,8/5pk1/6pp/p1N5/Pp6/7P/1P1r2P1/4b2K w - - 0 41
FICS rated standard game,FICS freechess.org,2023.01.08,?,damouno,mcstorytaller,1-0,6b1/4b2k/4P2p/1pPp1B1p/1P1B4/6K1/8/8 b - - 1 50
FICS rated standard game,FICS freechess.org,2023.01.08,?,mcstorytaller,damouno,0-1,2rK4/pk5q/1p6/4P3/Q2P1B2/8/P4P1P/R7 w - - 18 52
FICS rated standard game,FICS freechess.org,2023.01.08,?,GoldBarMM,konozrout,1-0,3r3k/pp4p1/6Q1/2b3N1/3P4/1q6/1P1B1PPP/4R1K1 b - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.08,?,Aromas,MichaelOgbeide,1-0,8/8/1K6/2P5/3Q2R1/6p1/5k2/8 b - - 0 81
FICS rated standard game,FICS freechess.org,2023.01.08,?,kunde,KnightMeKing,1-0,6rk/p4P1p/2p4Q/1p6/4p3/P6P/1P4P1/7K b - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.08,?,KnightMeKing,kunde,0-1,2kr1b1r/qp3p2/2p4p/5p2/1nP5/6B1/PP4PP/R4R1K w - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.08,?,kunde,KnightMeKing,1-0,2br2nr/R7/2k1p1pp/1pPpPp2/3N1P2/4B3/3NB1PP/2R3K1 b - - 1 25
FICS rated standard game,FICS freechess.org,2023.01.08,?,Najma,GriffySr,1-0,r2qrk2/ppp2p2/4b2Q/3pPp2/8/2P5/PP1B1KP1/R4N1R b - - 2 20
FICS rated standard game,FICS freechess.org,2023.01.08,?,GriffySr,Najma,1-0,4r1k1/1p3p1p/2p3p1/Q7/2P1N3/4P1P1/PP3PBP/3K4 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.08,?,KnightMeKing,rodnojo,0-1,7k/1p5p/8/7q/4NK2/8/8/8 w - - 0 53
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,GoldBarMM,0-1,3q4/4k1p1/p5Bp/5P2/8/2p1NKP1/7P/8 w - - 2 43
FICS rated standard game,FICS freechess.org,2023.01.08,?,MichaelOgbeide,Aromas,0-1,3r2k1/1p2b1p1/pq5p/n4p2/4pP2/2P3PP/PP3K2/R1Q5 w - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.08,?,rodnojo,KnightMeKing,0-1,3r1r2/8/3P1p1p/2k1q3/4Q3/7P/5PPK/8 w - - 3 47
FICS rated standard game,FICS freechess.org,2023.01.08,?,Notarious,konozrout,1-0,4rk2/2p3R1/p1p2Bp1/1p2pP2/1b2P2R/P2P2PK/6Q1/8 b - - 0 34
FICS rated standard game,FICS freechess.org,2023.01.08,?,Najma,GriffySr,1-0,r2qrk2/ppp2p2/4b2Q/3pPp2/8/2P5/PP1B1KP1/R4N1R b - - 2 20
FICS rated standard game,FICS freechess.org,2023.01.08,?,Aromas,MichaelOgbeide,0-1,8/R2bkB1p/4p2r/1p1pKp2/5Pp1/6P1/8/8 w - - 0 49
FICS rated standard game,FICS freechess.org,2023.01.08,?,KnightMeKing,rodnojo,1/2-1/2,8/2k5/PR6/8/8/r7/7K/8 w - - 9 67
FICS rated standard game,FICS freechess.org,2023.01.08,?,GoldBarMM,pikozrout,1-0,1r3bkr/1p1R2p1/p1p3Qp/4R3/8/8/PP3PPP/6K1 b - - 0 26
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,Notarious,0-1,6k1/5ppp/8/3P4/2bR4/7r/P5P1/4q1KR w - - 1 29
FICS rated standard game,FICS freechess.org,2023.01.08,?,MichaelOgbeide,Aromas,1-0,8/6R1/p4P2/1p1B3p/8/1P3kP1/4r3/7K b - - 4 41
FICS rated standard game,FICS freechess.org,2023.01.08,?,rodnojo,kunde,1-0,Q7/8/6p1/8/1K3k2/7p/8/8 b - - 0 98
FICS rated standard game,FICS freechess.org,2023.01.08,?,Notarious,konozrout,1-0,2b1k1R1/r7/pp1pPQ1p/8/3N3P/8/PPP5/1K6 b - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.08,?,pikozrout,GoldBarMM,0-1,2b2B2/8/2p3k1/3p4/1r3b2/2N4q/PPP2P2/R4RK1 w - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,Notarious,0-1,2R5/pp4pk/1b2p2p/5p1Q/8/P2n1NP1/1P2q1KP/8 w - - 11 34
FICS rated standard game,FICS freechess.org,2023.01.08,?,Aromas,MichaelOgbeide,0-1,8/p4rkp/6p1/8/1Q6/P4n2/1P1p1P2/K1rR4 w - - 1 33
FICS rated standard game,FICS freechess.org,2023.01.08,?,Najma,GriffySr,1-0,r2qrk2/ppp2p2/4b2Q/3pPp2/8/2P5/PP1B1KP1/R4N1R b - - 2 20
FICS rated standard game,FICS freechess.org,2023.01.05,?,kunde,rodnojo,0-1,5R2/6kp/1p2p1p1/p1p1b3/2P1B1rq/PP1P1Q1P/7K/8 w - - 4 34
FICS rated standard game,FICS freechess.org,2023.01.08,?,Notarious,konozrout,1-0,3Bk3/5P1p/p1b2Qp1/2ppp3/8/1P5P/P5P1/6K1 b - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.08,?,rodnojo,ChessRotull,0-1,5bk1/5qp1/2Rp4/1p1Pp3/1B2Qr2/5p2/PP3P2/5K2 w - - 6 48
FICS rated standard game,FICS freechess.org,2023.01.08,?,MichaelOgbeide,Aromas,0-1,2k5/1p3N2/p1p2P2/4R3/P4P2/2Q1P1p1/1PK3b1/3q3r w - - 3 28
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,Notarious,0-1,2r2bk1/8/4P3/5PP1/6P1/pP6/P7/1Kq5 w - - 0 43
FICS rated standard game,FICS freechess.org,2023.01.08,?,KnightMeKing,kunde,0-1,6k1/6p1/5p1p/p1PR1P2/5PP1/2R5/r6P/1r4K1 w - - 1 38
FICS rated standard game,FICS freechess.org,2023.01.08,?,kunde,KnightMeKing,1-0,8/8/8/4Q3/1K1pP2k/6p1/1PP5/8 b - - 0 48
FICS rated standard game,FICS freechess.org,2023.01.08,?,Notarious,konozrout,1-0,r4k1r/pp1q4/5Rpp/2P3N1/PP4P1/1QP5/5P1P/R5K1 b - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.08,?,KnightMeKing,StickyPawn,0-1,7q/8/6k1/8/8/5K2/8/8 w - - 0 68
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,1-0,2b2k2/7P/1P3p2/5N2/5Kp1/2P5/8/8 b - - 0 63
FICS rated standard game,FICS freechess.org,2023.01.08,?,GriffySr,Najma,1-0,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.08,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.08,?,VictoriaBot,GaiusGracchus,1-0,3r2k1/1pq2ppp/p1r3b1/4N1P1/3P3P/P1N4n/1PPQ1PK1/R3R3 b - - 2 25
FICS rated standard game,FICS freechess.org,2023.01.08,?,StickyPawn,KnightMeKing,1-0,4r3/p2Qb2p/q3pBpk/1pp5/3p3R/3P2P1/PPP2P1P/R5K1 b - - 11 32
FICS rated standard game,FICS freechess.org,2023.01.08,?,KnightMeKing,StickyPawn,0-1,8/7q/8/8/2Kb4/7k/8/8 w - - 0 80
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,Achonk,0-1,B7/8/8/k7/pb3p2/8/1K3n2/7q w - - 0 79
FICS rated standard game,FICS freechess.org,2023.01.08,?,Aromas,Speyside,0-1,4r1k1/pp4Pp/3R4/8/7P/P7/1PP1p1b1/1K2Rr2 w - - 1 27
FICS rated standard game,FICS freechess.org,2023.01.08,?,SRCorney,MichaelOgbeide,0-1,6k1/pp1b1pbp/6p1/3p4/3P1P2/2P2P2/PP1Nr2P/5RK1 w - - 0 22
FICS rated standard game,FICS freechess.org,2023.01.08,?,StickyPawn,KnightMeKing,0-1,8/R1BP4/2k1n1p1/5p2/2p4P/8/1p3PPK/8 w - - 2 58
FICS rated standard game,FICS freechess.org,2023.01.08,?,MichaelOgbeide,SRCorney,1-0,8/8/k2K4/2Q5/8/8/8/8 w - - 17 102
FICS rated standard game,FICS freechess.org,2023.01.08,?,exeComp,Ruvarashe,1-0,4k3/1R1bP1p1/5p2/p7/3K3p/1P6/7P/8 b - - 0 45
FICS rated standard game,FICS freechess.org,2023.01.08,?,KnightMeKing,StickyPawn,1-0,8/8/5K1k/8/8/7R/8/8 b - - 10 80
FICS rated standard game,FICS freechess.org,2023.01.08,?,konozrout,SEPry,0-1,3r2rk/1b3p1p/p4p2/4b1q1/3N2BK/P6P/1PP2n2/1R1Q1R2 w - - 2 29
FICS rated standard game,FICS freechess.org,2023.01.08,?,ChessRotull,MichailovA,1-0,7k/ppp3pp/3p2r1/2P1n3/1P2QP2/P1q5/4R2P/5R1K b - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,hastrman,1-0,8/6P1/8/4R1K1/5P2/3k4/8/8 b - - 0 85
FICS rated standard game,FICS freechess.org,2023.01.08,?,MichailovA,dapuntos,0-1,2rr2k1/1b3p2/pp2p1pQ/4n3/2P5/2N5/P4qPP/1BR1R1K1 w - - 0 26
FICS rated standard game,FICS freechess.org,2023.01.08,?,SEPry,konozrout,1/2-1/2,8/5k2/8/8/8/4Kn2/8/8 w - - 0 78
FICS rated standard game,FICS freechess.org,2023.01.08,?,SpeckEngine,Indrayoga,1-0,rnb1k2r/ppp2pp1/5q1p/3p4/1b1P4/2N2N2/PPQ1PPPP/R3KB1R b KQkq - 1 8
FICS rated standard game,FICS freechess.org,2023.01.08,?,Ruvarashe,exeComp,0-1,2r2rk1/1b2qppp/p3pn2/1pbn4/8/PP1BPN2/1B1NQPPP/R1R3K1 w - - 4 17
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,0-1,8/6pk/1p3b1p/8/R2p4/2q5/3K4/8 w - - 2 57
FICS rated standard game,FICS freechess.org,2023.01.08,?,exeComp,Ruvarashe,1-0,r1q1k2r/2p1bppp/p3pn2/3b4/8/1P3NP1/PBpPQPBP/2R1R1K1 b kq - 4 17
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,hastrman,1-0,2R5/8/8/1k6/5K2/6N1/8/8 b - - 6 101
FICS rated standard game,FICS freechess.org,2023.01.08,?,Ruvarashe,exeComp,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 3
FICS rated standard game,FICS freechess.org,2023.01.08,?,exeComp,Ruvarashe,1-0,rn1qkb1r/pp3pp1/2p1pn2/4Nb1p/P1BP4/2N1P3/1P3PPP/R1BQK2R b KQkq - 0 8
FICS rated standard game,FICS freechess.org,2023.01.08,?,Ruvarashe,exeComp,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3
FICS rated standard game,FICS freechess.org,2023.01.08,?,exeComp,Ruvarashe,1-0,r1b1kb1r/ppp1qppp/2n5/4Q3/3P4/8/PPP2PPP/RNB1KB1R w KQkq - 1 8
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,0-1,2r3k1/5p1p/1R4p1/P1K5/1P5P/8/4q3/8 w - - 6 47
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,hastrman,0-1,5b2/1pp5/6k1/p1P1p1p1/4Nn1p/5P2/5P2/6K1 w - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,1-0,5k2/pp3p2/2p1N1p1/4P1b1/3rNR2/8/PP6/2R3K1 b - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,GriffySr,0-1,2r3k1/pp4p1/7p/3q1p2/3n4/3PQ1P1/b4P1P/4R1K1 w - - 6 28
FICS rated standard game,FICS freechess.org,2023.01.08,?,GriffySr,JaiMan,1-0,2r3k1/p2B1pp1/4q1bp/6B1/1Q2P3/5P2/PPP3PP/3R2K1 b - - 3 29
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,hastrman,0-1,6k1/pp4pp/6q1/4p3/2Pp1P2/1P1P1b2/P6P/R3R1K1 w - - 1 38
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,1-0,r2qk2r/p2Bbp1p/3p2pB/2p1N3/1pb1Pn2/3P4/PPPQ1PPP/R4RK1 b kq - 0 17
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,hastrman,0-1,5r1k/pp4pp/2p2p2/4b3/2P2p2/P2r1P2/1P2RPKP/4R3 w - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,1-0,5rk1/5pbp/8/3Q4/P4PP1/8/6KP/5R2 b - - 0 39
FICS rated standard game,FICS freechess.org,2023.01.08,?,JaiMan,hastrman,1-0,3R2k1/p5r1/1p4Q1/5p2/8/P3PK2/2r3P1/8 b - - 2 54
FICS rated standard game,FICS freechess.org,2023.01.08,?,Najma,GriffySr,1-0,r2qrk2/ppp2p2/4b2Q/3pPp2/8/2P5/PP1B1KP1/R4N1R b - - 2 20
FICS rated standard game,FICS freechess.org,2023.01.08,?,hastrman,JaiMan,1-0,8/5Rpk/7p/1P2Q3/4P3/2P1b1P1/5RKP/1q6 b - - 0 51
FICS rated standard game,FICS freechess.org,2023.01.07,?,exeComp,ArasanX,1/2-1/2,8/8/4K3/8/6k1/8/6bB/8 b - - 0 120
FICS rated standard game,FICS freechess.org,2023.01.07,?,Elguerra,GriffySr,0-1,r6r/1pp2kp1/7p/3n4/8/8/3q3P/1K6 w - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.07,?,GriffySr,Elguerra,1-0,r2q1rk1/p1p1n1pQ/1p6/3ppBN1/2P5/P3P3/2P2PPP/1RB2RK1 b - - 2 18
FICS rated standard game,FICS freechess.org,2023.01.07,?,ArasanX,Notarious,1/2-1/2,3rr1k1/1pp1qpp1/p1n2b1p/8/4b2P/PQ2BNP1/1P1RPPB1/2R3K1 b - - 13 24
FICS rated standard game,FICS freechess.org,2023.01.07,?,Notarious,ArasanX,1/2-1/2,3qr3/pbpk4/1p4Q1/2p5/P1N1P3/2BP4/1PP1n2P/7K w - - 9 39
FICS rated standard game,FICS freechess.org,2023.01.07,?,txbeda,Aromas,1-0,r1b1k1nr/ppNp1ppp/1b6/8/2BPP3/2P2QPq/PP5P/R1B1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.07,?,IFDStock,Notarious,0-1,8/p2r1pk1/5bp1/Ppr4p/2p1B2P/4P1P1/2R2P1K/5R2 b - - 0 31
FICS rated standard game,FICS freechess.org,2023.01.07,?,Aromas,IFDThor,1-0,6k1/5rp1/8/3P4/8/6K1/R4P2/3R4 b - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.07,?,Notarious,Jhediknight,1-0,r1n2kQ1/pp4np/2pP2pN/2P5/6Pq/1PN4P/P4P2/R3R1K1 b - - 2 25
FICS rated standard game,FICS freechess.org,2023.01.07,?,Indrayoga,hastrman,0-1,8/1p3Qbk/p2p4/7r/4P1P1/8/P6P/5K2 w - - 0 52
FICS rated standard game,FICS freechess.org,2023.01.07,?,floare,Boobyslegacy,1/2-1/2,5R2/1k1K1P2/2p5/8/1P6/8/8/3r4 w - - 21 76
FICS rated standard game,FICS freechess.org,2023.01.07,?,ArasanX,Notarious,1/2-1/2,6R1/6r1/5pk1/3Bp1p1/3n4/6PP/5PK1/8 w - - 48 91
FICS rated standard game,FICS freechess.org,2023.01.07,?,damouno,mcstorytaller,1-0,7k/2q1PQ2/8/1pBp4/3Pp3/4P2P/6P1/6K1 b - - 2 57
FICS rated standard game,FICS freechess.org,2023.01.07,?,Notarious,ArasanX,1/2-1/2,8/5pk1/2P3p1/8/3n3p/2Q2P2/1N4P1/1K3q2 w - - 20 83
FICS rated standard game,FICS freechess.org,2023.01.07,?,mcstorytaller,damouno,0-1,8/1P6/6p1/5pP1/4kP2/4p3/4K3/1q1q4 w - - 0 58
FICS rated standard game,FICS freechess.org,2023.01.07,?,damouno,mcstorytaller,1-0,4k3/8/8/3KB2P/6P1/3P4/8/8 b - - 0 60
FICS rated standard game,FICS freechess.org,2023.01.07,?,rodnojo,StickyPawn,0-1,r4r2/4p1bk/b1p1P1pp/p2p4/2P5/1PqB2P1/P1P1Q2P/1KBR3R w - - 5 26
FICS rated standard game,FICS freechess.org,2023.01.07,?,exeComp,ArasanX,1/2-1/2,4b3/1R3k2/2pB1p2/2P2Pp1/3P2P1/4p3/6r1/3K4 b - - 8 58
